Freq.	V(n003)
1.07646521362983e+00	(-2.12915011499551e-07dB,-1.26363087129410e-02°)
1.07894672222983e+00	(-2.13897780788721e-07dB,-1.26654384121785e-02°)
1.08143395129794e+00	(-2.14885089167499e-07dB,-1.26946352623025e-02°)
1.08392691402120e+00	(-2.15876951100800e-07dB,-1.27238994181118e-02°)
1.08642562361706e+00	(-2.16873395518449e-07dB,-1.27532310347619e-02°)
1.08893009333343e+00	(-2.17874434956706e-07dB,-1.27826302677662e-02°)
1.09144033644876e+00	(-2.18880103167035e-07dB,-1.28120972729963e-02°)
1.09395636627209e+00	(-2.19890403042419e-07dB,-1.28416322066834e-02°)
1.09647819614318e+00	(-2.20905373155960e-07dB,-1.28712352254187e-02°)
1.09900583943252e+00	(-2.21925024115261e-07dB,-1.29009064861544e-02°)
1.10153930954141e+00	(-2.22949382921496e-07dB,-1.29306461462045e-02°)
1.10407861990207e+00	(-2.23978473682851e-07dB,-1.29604543632457e-02°)
1.10662378397766e+00	(-2.25012311828569e-07dB,-1.29903312953181e-02°)
1.10917481526240e+00	(-2.26050919538183e-07dB,-1.30202771008262e-02°)
1.11173172728159e+00	(-2.27094323812866e-07dB,-1.30502919385396e-02°)
1.11429453359173e+00	(-2.28142543939169e-07dB,-1.30803759675940e-02°)
1.11686324778056e+00	(-2.29195601132298e-07dB,-1.31105293474918e-02°)
1.11943788346715e+00	(-2.30253521429098e-07dB,-1.31407522381032e-02°)
1.12201845430196e+00	(-2.31316321223137e-07dB,-1.31710447996668e-02°)
1.12460497396692e+00	(-2.32384027515587e-07dB,-1.32014071927909e-02°)
1.12719745617551e+00	(-2.33456665378965e-07dB,-1.32318395784536e-02°)
1.12979591467280e+00	(-2.34534251206840e-07dB,-1.32623421180045e-02°)
1.13240036323556e+00	(-2.35616814893366e-07dB,-1.32929149731649e-02°)
1.13501081567231e+00	(-2.36704371867784e-07dB,-1.33235583060290e-02°)
1.13762728582343e+00	(-2.37796948166940e-07dB,-1.33542722790645e-02°)
1.14024978756117e+00	(-2.38894572720660e-07dB,-1.33850570551140e-02°)
1.14287833478977e+00	(-2.39997256136547e-07dB,-1.34159127973952e-02°)
1.14551294144553e+00	(-2.41105035059049e-07dB,-1.34468396695020e-02°)
1.14815362149688e+00	(-2.42217925881736e-07dB,-1.34778378354056e-02°)
1.15080038894443e+00	(-2.43335952712795e-07dB,-1.35089074594552e-02°)
1.15345325782109e+00	(-2.44459135803107e-07dB,-1.35400487063787e-02°)
1.15611224219210e+00	(-2.45587509868464e-07dB,-1.35712617412838e-02°)
1.15877735615512e+00	(-2.46721088409452e-07dB,-1.36025467296590e-02°)
1.16144861384034e+00	(-2.47859904213208e-07dB,-1.36339038373740e-02°)
1.16412602941049e+00	(-2.49003972708975e-07dB,-1.36653332306810e-02°)
1.16680961706096e+00	(-2.50153325719561e-07dB,-1.36968350762156e-02°)
1.16949939101987e+00	(-2.51307974816899e-07dB,-1.37284095409972e-02°)
1.17219536554813e+00	(-2.52467965324383e-07dB,-1.37600567924306e-02°)
1.17489755493953e+00	(-2.53633303027980e-07dB,-1.37917769983061e-02°)
1.17760597352080e+00	(-2.54804021679154e-07dB,-1.38235703268012e-02°)
1.18032063565173e+00	(-2.55980141528786e-07dB,-1.38554369464807e-02°)
1.18304155572516e+00	(-2.57161696328339e-07dB,-1.38873770262984e-02°)
1.18576874816716e+00	(-2.58348696685418e-07dB,-1.39193907355972e-02°)
1.18850222743702e+00	(-2.59541181173126e-07dB,-1.39514782441106e-02°)
1.19124200802737e+00	(-2.60739170042342e-07dB,-1.39836397219633e-02°)
1.19398810446427e+00	(-2.61942684508273e-07dB,-1.40158753396722e-02°)
1.19674053130724e+00	(-2.63151761215367e-07dB,-1.40481852681473e-02°)
1.19949930314938e+00	(-2.64366414628537e-07dB,-1.40805696786925e-02°)
1.20226443461741e+00	(-2.65586668855975e-07dB,-1.41130287430066e-02°)
1.20503594037179e+00	(-2.66812564399436e-07dB,-1.41455626331844e-02°)
1.20781383510678e+00	(-2.68044118616819e-07dB,-1.41781715217171e-02°)
1.21059813355048e+00	(-2.69281350794676e-07dB,-1.42108555814939e-02°)
1.21338885046497e+00	(-2.70524297577454e-07dB,-1.42436149858023e-02°)
1.21618600064636e+00	(-2.71772985966325e-07dB,-1.42764499083293e-02°)
1.21898959892486e+00	(-2.73027426568894e-07dB,-1.43093605231623e-02°)
1.22179966016487e+00	(-2.74287664708556e-07dB,-1.43423470047901e-02°)
1.22461619926504e+00	(-2.75553723529175e-07dB,-1.43754095281037e-02°)
1.22743923115840e+00	(-2.76825619424318e-07dB,-1.44085482683971e-02°)
1.23026877081238e+00	(-2.78103387109780e-07dB,-1.44417634013686e-02°)
1.23310483322890e+00	(-2.79387055515387e-07dB,-1.44750551031214e-02°)
1.23594743344451e+00	(-2.80676644892021e-07dB,-1.45084235501649e-02°)
1.23879658653036e+00	(-2.81972188026817e-07dB,-1.45418689194150e-02°)
1.24165230759241e+00	(-2.83273715778259e-07dB,-1.45753913881957e-02°)
1.24451461177138e+00	(-2.84581244539917e-07dB,-1.46089911342398e-02°)
1.24738351424294e+00	(-2.85894813849222e-07dB,-1.46426683356897e-02°)
1.25025903021771e+00	(-2.87214444921380e-07dB,-1.46764231710984e-02°)
1.25314117494141e+00	(-2.88540169579202e-07dB,-1.47102558194307e-02°)
1.25602996369487e+00	(-2.89872009037896e-07dB,-1.47441664600639e-02°)
1.25892541179416e+00	(-2.91209992227290e-07dB,-1.47781552727886e-02°)
1.26182753459066e+00	(-2.92554155791831e-07dB,-1.48122224378102e-02°)
1.26473634747115e+00	(-2.93904527697019e-07dB,-1.48463681357492e-02°)
1.26765186585784e+00	(-2.95261129158064e-07dB,-1.48805925476427e-02°)
1.27057410520854e+00	(-2.96623991997774e-07dB,-1.49148958549450e-02°)
1.27350308101666e+00	(-2.97993148038961e-07dB,-1.49492782395288e-02°)
1.27643880881134e+00	(-2.99368619461160e-07dB,-1.49837398836859e-02°)
1.27938130415752e+00	(-3.00750438087182e-07dB,-1.50182809701285e-02°)
1.28233058265602e+00	(-3.02138645383111e-07dB,-1.50529016819899e-02°)
1.28528665994361e+00	(-3.03533246170589e-07dB,-1.50876022028256e-02°)
1.28824955169313e+00	(-3.04934297344941e-07dB,-1.51223827166142e-02°)
1.29121927361353e+00	(-3.06341809513772e-07dB,-1.51572434077584e-02°)
1.29419584144998e+00	(-3.07755820285860e-07dB,-1.51921844610862e-02°)
1.29717927098395e+00	(-3.09176355698048e-07dB,-1.52272060618513e-02°)
1.30016957803328e+00	(-3.10603450466131e-07dB,-1.52623083957347e-02°)
1.30316677845229e+00	(-3.12037127733971e-07dB,-1.52974916488455e-02°)
1.30617088813183e+00	(-3.13477429931982e-07dB,-1.53327560077216e-02°)
1.30918192299940e+00	(-3.14924370560753e-07dB,-1.53681016593311e-02°)
1.31219989901920e+00	(-3.16378000729644e-07dB,-1.54035287910731e-02°)
1.31522483219223e+00	(-3.17838335867898e-07dB,-1.54390375907785e-02°)
1.31825673855640e+00	(-3.19305408762654e-07dB,-1.54746282467113e-02°)
1.32129563418657e+00	(-3.20779252201051e-07dB,-1.55103009475697e-02°)
1.32434153519466e+00	(-3.22259906684847e-07dB,-1.55460558824867e-02°)
1.32739445772973e+00	(-3.23747387643285e-07dB,-1.55818932410312e-02°)
1.33045441797808e+00	(-3.25241740399763e-07dB,-1.56178132132092e-02°)
1.33352143216332e+00	(-3.26742983276504e-07dB,-1.56538159894649e-02°)
1.33659551654643e+00	(-3.28251161596907e-07dB,-1.56899017606811e-02°)
1.33967668742593e+00	(-3.29766297540508e-07dB,-1.57260707181811e-02°)
1.34276496113786e+00	(-3.31288428716081e-07dB,-1.57623230537290e-02°)
1.34586035405594e+00	(-3.32817589839422e-07dB,-1.57986589595308e-02°)
1.34896288259164e+00	(-3.34353806947377e-07dB,-1.58350786282359e-02°)
1.35207256319427e+00	(-3.35897113791411e-07dB,-1.58715822529376e-02°)
1.35518941235103e+00	(-3.37447546051647e-07dB,-1.59081700271744e-02°)
1.35831344658715e+00	(-3.39005131693586e-07dB,-1.59448421449310e-02°)
1.36144468246594e+00	(-3.40569909290331e-07dB,-1.59815988006392e-02°)
1.36458313658892e+00	(-3.42141908736040e-07dB,-1.60184401891790e-02°)
1.36772882559584e+00	(-3.43721162817852e-07dB,-1.60553665058797e-02°)
1.37088176616484e+00	(-3.45307707215887e-07dB,-1.60923779465208e-02°)
1.37404197501251e+00	(-3.46901578574596e-07dB,-1.61294747073332e-02°)
1.37720946889394e+00	(-3.48502803895152e-07dB,-1.61666569850001e-02°)
1.38038426460288e+00	(-3.50111415000368e-07dB,-1.62039249766583e-02°)
1.38356637897177e+00	(-3.51727457213640e-07dB,-1.62412788798987e-02°)
1.38675582887188e+00	(-3.53350956571814e-07dB,-1.62787188927679e-02°)
1.38995263121334e+00	(-3.54981951647996e-07dB,-1.63162452137690e-02°)
1.39315680294529e+00	(-3.56620476193652e-07dB,-1.63538580418629e-02°)
1.39636836105593e+00	(-3.58266559138612e-07dB,-1.63915575764687e-02°)
1.39958732257261e+00	(-3.59920243877617e-07dB,-1.64293440174657e-02°)
1.40281370456195e+00	(-3.61581560304826e-07dB,-1.64672175651936e-02°)
1.40604752412990e+00	(-3.63250544100359e-07dB,-1.65051784204540e-02°)
1.40928879842186e+00	(-3.64927231908667e-07dB,-1.65432267845117e-02°)
1.41253754462274e+00	(-3.66611657481217e-07dB,-1.65813628590951e-02°)
1.41579377995707e+00	(-3.68303863248423e-07dB,-1.66195868463977e-02°)
1.41905752168908e+00	(-3.70003874282806e-07dB,-1.66578989490793e-02°)
1.42232878712281e+00	(-3.71711735907763e-07dB,-1.66962993702667e-02°)
1.42560759360218e+00	(-3.73427478017451e-07dB,-1.67347883135549e-02°)
1.42889395851109e+00	(-3.75151140149303e-07dB,-1.67733659830085e-02°)
1.43218789927353e+00	(-3.76882759912097e-07dB,-1.68120325831621e-02°)
1.43548943335364e+00	(-3.78622372985954e-07dB,-1.68507883190223e-02°)
1.43879857825583e+00	(-3.80370013122343e-07dB,-1.68896333960680e-02°)
1.44211535152486e+00	(-3.82125722751678e-07dB,-1.69285680202517e-02°)
1.44543977074592e+00	(-3.83889532732446e-07dB,-1.69675923980008e-02°)
1.44877185354475e+00	(-3.85661486459388e-07dB,-1.70067067362187e-02°)
1.45211161758773e+00	(-3.87441622505610e-07dB,-1.70459112422854e-02°)
1.45545908058195e+00	(-3.89229969800943e-07dB,-1.70852061240593e-02°)
1.45881426027534e+00	(-3.91026571740130e-07dB,-1.71245915898778e-02°)
1.46217717445671e+00	(-3.92831472682240e-07dB,-1.71640678485586e-02°)
1.46554784095590e+00	(-3.94644698664123e-07dB,-1.72036351094008e-02°)
1.46892627764385e+00	(-3.96466295009175e-07dB,-1.72432935821859e-02°)
1.47231250243271e+00	(-3.98296298361849e-07dB,-1.72830434771791e-02°)
1.47570653327588e+00	(-4.00134750188232e-07dB,-1.73228850051303e-02°)
1.47910838816819e+00	(-4.01981687132775e-07dB,-1.73628183772750e-02°)
1.48251808514594e+00	(-4.03837156447532e-07dB,-1.74028438053360e-02°)
1.48593564228699e+00	(-4.05701182240695e-07dB,-1.74429615015240e-02°)
1.48936107771090e+00	(-4.07573810799991e-07dB,-1.74831716785389e-02°)
1.49279440957898e+00	(-4.09455087448818e-07dB,-1.75234745495709e-02°)
1.49623565609442e+00	(-4.11345044974318e-07dB,-1.75638703283016e-02°)
1.49968483550236e+00	(-4.13243727735562e-07dB,-1.76043592289054e-02°)
1.50314196609001e+00	(-4.15151176234311e-07dB,-1.76449414660503e-02°)
1.50660706618673e+00	(-4.17067424222033e-07dB,-1.76856172548990e-02°)
1.51008015416413e+00	(-4.18992517986455e-07dB,-1.77263868111105e-02°)
1.51356124843619e+00	(-4.20926504779632e-07dB,-1.77672503508407e-02°)
1.51705036745932e+00	(-4.22869411602739e-07dB,-1.78082080907439e-02°)
1.52054752973248e+00	(-4.24821287636486e-07dB,-1.78492602479739e-02°)
1.52405275379728e+00	(-4.26782171453979e-07dB,-1.78904070401849e-02°)
1.52756605823806e+00	(-4.28752112235928e-07dB,-1.79316486855330e-02°)
1.53108746168202e+00	(-4.30731144698129e-07dB,-1.79729854026772e-02°)
1.53461698279928e+00	(-4.32719302592052e-07dB,-1.80144174107805e-02°)
1.53815464030302e+00	(-4.34716646670336e-07dB,-1.80559449295111e-02°)
1.54170045294954e+00	(-4.36723206827140e-07dB,-1.80975681790437e-02°)
1.54525443953840e+00	(-4.38739032243174e-07dB,-1.81392873800605e-02°)
1.54881661891247e+00	(-4.40764155705581e-07dB,-1.81811027537522e-02°)
1.55238700995807e+00	(-4.42798630252380e-07dB,-1.82230145218199e-02°)
1.55596563160506e+00	(-4.44842500242643e-07dB,-1.82650229064752e-02°)
1.55955250282694e+00	(-4.46895798463512e-07dB,-1.83071281304424e-02°)
1.56314764264094e+00	(-4.48958573131371e-07dB,-1.83493304169591e-02°)
1.56675107010813e+00	(-4.51030874391256e-07dB,-1.83916299897773e-02°)
1.57036280433354e+00	(-4.53112736958965e-07dB,-1.84340270731651e-02°)
1.57398286446620e+00	(-4.55204205193571e-07dB,-1.84765218919074e-02°)
1.57761126969933e+00	(-4.57305336954732e-07dB,-1.85191146713073e-02°)
1.58124803927037e+00	(-4.59416164065263e-07dB,-1.85618056371875e-02°)
1.58489319246110e+00	(-4.61536729919908e-07dB,-1.86045950158910e-02°)
1.58854674859776e+00	(-4.63667090449672e-07dB,-1.86474830342826e-02°)
1.59220872705115e+00	(-4.65807275548715e-07dB,-1.86904699197502e-02°)
1.59587914723672e+00	(-4.67957346934005e-07dB,-1.87335559002059e-02°)
1.59955802861465e+00	(-4.70117343178649e-07dB,-1.87767412040870e-02°)
1.60324539069002e+00	(-4.72287303820085e-07dB,-1.88200260603576e-02°)
1.60694125301286e+00	(-4.74467279003350e-07dB,-1.88634106985096e-02°)
1.61064563517825e+00	(-4.76657322730793e-07dB,-1.89068953485637e-02°)
1.61435855682647e+00	(-4.78857470682540e-07dB,-1.89504802410711e-02°)
1.61808003764305e+00	(-4.81067779753922e-07dB,-1.89941656071145e-02°)
1.62181009735891e+00	(-4.83288285625065e-07dB,-1.90379516783090e-02°)
1.62554875575047e+00	(-4.85519044226973e-07dB,-1.90818386868040e-02°)
1.62929603263970e+00	(-4.87760098954393e-07dB,-1.91258268652838e-02°)
1.63305194789432e+00	(-4.90011493202070e-07dB,-1.91699164469692e-02°)
1.63681652142779e+00	(-4.92273284829665e-07dB,-1.92141076656186e-02°)
1.64058977319952e+00	(-4.94545514338941e-07dB,-1.92584007555293e-02°)
1.64437172321491e+00	(-4.96828234767920e-07dB,-1.93027959515386e-02°)
1.64816239152549e+00	(-4.99121489511349e-07dB,-1.93472934890252e-02°)
1.65196179822900e+00	(-5.01425332571577e-07dB,-1.93918936039106e-02°)
1.65576996346951e+00	(-5.03739805414697e-07dB,-1.94365965326599e-02°)
1.65958690743754e+00	(-5.06064961078731e-07dB,-1.94814025122835e-02°)
1.66341265037015e+00	(-5.08400848744390e-07dB,-1.95263117803379e-02°)
1.66724721255104e+00	(-5.10747521449697e-07dB,-1.95713245749274e-02°)
1.67109061431069e+00	(-5.13105025482383e-07dB,-1.96164411347054e-02°)
1.67494287602642e+00	(-5.15473406165850e-07dB,-1.96616616988749e-02°)
1.67880401812254e+00	(-5.17852727145722e-07dB,-1.97069865071909e-02°)
1.68267406107045e+00	(-5.20243026030783e-07dB,-1.97524157999608e-02°)
1.68655302538872e+00	(-5.22644357787710e-07dB,-1.97979498180459e-02°)
1.69044093164324e+00	(-5.25056776418855e-07dB,-1.98435888028629e-02°)
1.69433780044731e+00	(-5.27480323390309e-07dB,-1.98893329963850e-02°)
1.69824365246172e+00	(-5.29915067169337e-07dB,-1.99351826411431e-02°)
1.70215850839493e+00	(-5.32361041507411e-07dB,-1.99811379802273e-02°)
1.70608238900310e+00	(-5.34818311978813e-07dB,-2.00271992572880e-02°)
1.71001531509027e+00	(-5.37286917156652e-07dB,-2.00733667165374e-02°)
1.71395730750840e+00	(-5.39766922615212e-07dB,-2.01196406027505e-02°)
1.71790838715757e+00	(-5.42258373677894e-07dB,-2.01660211612667e-02°)
1.72186857498599e+00	(-5.44761320489741e-07dB,-2.02125086379909e-02°)
1.72583789199018e+00	(-5.47275830553689e-07dB,-2.02591032793947e-02°)
1.72981635921508e+00	(-5.49801934728230e-07dB,-2.03058053325184e-02°)
1.73380399775412e+00	(-5.52339707266592e-07dB,-2.03526150449711e-02°)
1.73780082874935e+00	(-5.54889188670543e-07dB,-2.03995326649332e-02°)
1.74180687339159e+00	(-5.57450442585709e-07dB,-2.04465584411570e-02°)
1.74582215292048e+00	(-5.60023517228478e-07dB,-2.04936926229683e-02°)
1.74984668862464e+00	(-5.62608466601201e-07dB,-2.05409354602676e-02°)
1.75388050184174e+00	(-5.65205354349506e-07dB,-2.05882872035315e-02°)
1.75792361395867e+00	(-5.67814218082178e-07dB,-2.06357481038142e-02°)
1.76197604641161e+00	(-5.70435132052446e-07dB,-2.06833184127482e-02°)
1.76603782068614e+00	(-5.73068142548044e-07dB,-2.07309983825464e-02°)
1.77010895831740e+00	(-5.75713301642669e-07dB,-2.07787882660031e-02°)
1.77418948089014e+00	(-5.78370672981950e-07dB,-2.08266883164953e-02°)
1.77827941003890e+00	(-5.81040312496893e-07dB,-2.08746987879840e-02°)
1.78237876744807e+00	(-5.83722271296870e-07dB,-2.09228199350158e-02°)
1.78648757485203e+00	(-5.86416613991837e-07dB,-2.09710520127240e-02°)
1.79060585403527e+00	(-5.89123386869526e-07dB,-2.10193952768300e-02°)
1.79473362683250e+00	(-5.91842659361532e-07dB,-2.10678499836447e-02°)
1.79887091512876e+00	(-5.94574478719916e-07dB,-2.11164163900701e-02°)
1.80301774085955e+00	(-5.97318910518961e-07dB,-2.11650947536000e-02°)
1.80717412601090e+00	(-6.00076010689676e-07dB,-2.12138853323222e-02°)
1.81134009261958e+00	(-6.02845834198744e-07dB,-2.12627883849191e-02°)
1.81551566277311e+00	(-6.05628444691793e-07dB,-2.13118041706698e-02°)
1.81970085860996e+00	(-6.08423900028487e-07dB,-2.13609329494506e-02°)
1.82389570231961e+00	(-6.11232254211182e-07dB,-2.14101749817374e-02°)
1.82810021614272e+00	(-6.14053575707143e-07dB,-2.14595305286062e-02°)
1.83231442237119e+00	(-6.16887914661417e-07dB,-2.15089998517349e-02°)
1.83653834334832e+00	(-6.19735343398581e-07dB,-2.15585832134049e-02°)
1.84077200146893e+00	(-6.22595910135024e-07dB,-2.16082808765018e-02°)
1.84501541917945e+00	(-6.25469683338015e-07dB,-2.16580931045175e-02°)
1.84926861897805e+00	(-6.28356717974236e-07dB,-2.17080201615512e-02°)
1.85353162341479e+00	(-6.31257082510955e-07dB,-2.17580623123109e-02°)
1.85780445509167e+00	(-6.34170830950529e-07dB,-2.18082198221150e-02°)
1.86208713666284e+00	(-6.37098034653207e-07dB,-2.18584929568933e-02°)
1.86637969083464e+00	(-6.40038740871054e-07dB,-2.19088819831886e-02°)
1.87068214036577e+00	(-6.42993028678941e-07dB,-2.19593871681584e-02°)
1.87499450806739e+00	(-6.45960946293258e-07dB,-2.20100087795758e-02°)
1.87931681680324e+00	(-6.48942566038585e-07dB,-2.20607470858314e-02°)
1.88364908948977e+00	(-6.51937948667572e-07dB,-2.21116023559343e-02°)
1.88799134909627e+00	(-6.54947157825849e-07dB,-2.21625748595138e-02°)
1.89234361864495e+00	(-6.57970256194722e-07dB,-2.22136648668209e-02°)
1.89670592121112e+00	(-6.61007311277133e-07dB,-2.22648726487293e-02°)
1.90107827992327e+00	(-6.64058379004093e-07dB,-2.23161984767374e-02°)
1.90546071796322e+00	(-6.67123535557494e-07dB,-2.23676426229694e-02°)
1.90985325856621e+00	(-6.70202835904019e-07dB,-2.24192053601766e-02°)
1.91425592502106e+00	(-6.73296348510940e-07dB,-2.24708869617394e-02°)
1.91866874067026e+00	(-6.76404146667165e-07dB,-2.25226877016682e-02°)
1.92309172891013e+00	(-6.79526280517741e-07dB,-2.25746078546051e-02°)
1.92752491319091e+00	(-6.82662837816490e-07dB,-2.26266476958252e-02°)
1.93196831701690e+00	(-6.85813865815477e-07dB,-2.26788075012384e-02°)
1.93642196394658e+00	(-6.88979439732266e-07dB,-2.27310875473904e-02°)
1.94088587759275e+00	(-6.92159622248165e-07dB,-2.27834881114646e-02°)
1.94536008162263e+00	(-6.95354485687753e-07dB,-2.28360094712833e-02°)
1.94984459975802e+00	(-6.98564098518304e-07dB,-2.28886519053092e-02°)
1.95433945577537e+00	(-7.01788524385452e-07dB,-2.29414156926469e-02°)
1.95884467350596e+00	(-7.05027829827813e-07dB,-2.29943011130446e-02°)
1.96336027683602e+00	(-7.08282091027281e-07dB,-2.30473084468951e-02°)
1.96788628970682e+00	(-7.11551371629489e-07dB,-2.31004379752378e-02°)
1.97242273611482e+00	(-7.14835739137385e-07dB,-2.31536899797599e-02°)
1.97696964011183e+00	(-7.18135273590170e-07dB,-2.32070647427977e-02°)
1.98152702580507e+00	(-7.21450038633480e-07dB,-2.32605625473389e-02°)
1.98609491735734e+00	(-7.24780097912951e-07dB,-2.33141836770230e-02°)
1.99067333898716e+00	(-7.28125533396441e-07dB,-2.33679284161437e-02°)
1.99526231496885e+00	(-7.31486404872278e-07dB,-2.34217970496499e-02°)
1.99986186963271e+00	(-7.34862790451009e-07dB,-2.34757898631474e-02°)
2.00447202736513e+00	(-7.38254767278857e-07dB,-2.35299071429005e-02°)
2.00909281260870e+00	(-7.41662395144148e-07dB,-2.35841491758332e-02°)
2.01372424986236e+00	(-7.45085758907725e-07dB,-2.36385162495312e-02°)
2.01836636368153e+00	(-7.48524912571950e-07dB,-2.36930086522428e-02°)
2.02301917867824e+00	(-7.51979946783630e-07dB,-2.37476266728811e-02°)
2.02768271952125e+00	(-7.55450928081386e-07dB,-2.38023706010251e-02°)
2.03235701093619e+00	(-7.58937927825475e-07dB,-2.38572407269212e-02°)
2.03704207770569e+00	(-7.62441026055104e-07dB,-2.39122373414852e-02°)
2.04173794466950e+00	(-7.65960297023514e-07dB,-2.39673607363032e-02°)
2.04644463672464e+00	(-7.69495807269325e-07dB,-2.40226112036336e-02°)
2.05116217882553e+00	(-7.73047638760399e-07dB,-2.40779890364087e-02°)
2.05589059598411e+00	(-7.76615861892668e-07dB,-2.41334945282358e-02°)
2.06062991326997e+00	(-7.80200563455631e-07dB,-2.41891279733992e-02°)
2.06538015581050e+00	(-7.83801800344634e-07dB,-2.42448896668616e-02°)
2.07014134879101e+00	(-7.87419664170816e-07dB,-2.43007799042654e-02°)
2.07491351745488e+00	(-7.91054230151747e-07dB,-2.43567989819349e-02°)
2.07969668710366e+00	(-7.94705571576342e-07dB,-2.44129471968774e-02°)
2.08449088309726e+00	(-7.98373765590826e-07dB,-2.44692248467845e-02°)
2.08929613085401e+00	(-8.02058892234409e-07dB,-2.45256322300347e-02°)
2.09411245585086e+00	(-8.05761024796004e-07dB,-2.45821696456937e-02°)
2.09893988362349e+00	(-8.09480251029443e-07dB,-2.46388373935170e-02°)
2.10377843976644e+00	(-8.13216641330659e-07dB,-2.46956357739510e-02°)
2.10862814993326e+00	(-8.16970275738861e-07dB,-2.47525650881347e-02°)
2.11348903983661e+00	(-8.20741242972206e-07dB,-2.48096256379013e-02°)
2.11836113524847e+00	(-8.24529609569319e-07dB,-2.48668177257798e-02°)
2.12324446200018e+00	(-8.28335463284031e-07dB,-2.49241416549964e-02°)
2.12813904598268e+00	(-8.32158887048534e-07dB,-2.49815977294768e-02°)
2.13304491314654e+00	(-8.35999953187419e-07dB,-2.50391862538468e-02°)
2.13796208950220e+00	(-8.39858760062120e-07dB,-2.50969075334346e-02°)
2.14289060112002e+00	(-8.43735366496642e-07dB,-2.51547618742725e-02°)
2.14783047413050e+00	(-8.47629876638386e-07dB,-2.52127495830979e-02°)
2.15278173472434e+00	(-8.51542353168666e-07dB,-2.52708709673556e-02°)
2.15774440915263e+00	(-8.55472895413246e-07dB,-2.53291263351989e-02°)
2.16271852372698e+00	(-8.59421581482683e-07dB,-2.53875159954916e-02°)
2.16770410481966e+00	(-8.63388486594552e-07dB,-2.54460402578095e-02°)
2.17270117886371e+00	(-8.67373708145962e-07dB,-2.55046994324420e-02°)
2.17770977235312e+00	(-8.71377320390159e-07dB,-2.55634938303938e-02°)
2.18272991184296e+00	(-8.75399419759927e-07dB,-2.56224237633865e-02°)
2.18776162394952e+00	(-8.79440074722547e-07dB,-2.56814895438604e-02°)
2.19280493535041e+00	(-8.83499386532440e-07dB,-2.57406914849760e-02°)
2.19785987278479e+00	(-8.87577435228819e-07dB,-2.58000299006156e-02°)
2.20292646305342e+00	(-8.91674308565521e-07dB,-2.58595051053852e-02°)
2.20800473301886e+00	(-8.95790090439069e-07dB,-2.59191174146160e-02°)
2.21309470960560e+00	(-8.99924865710316e-07dB,-2.59788671443661e-02°)
2.21819641980018e+00	(-9.04078732740702e-07dB,-2.60387546114222e-02°)
2.22330989065136e+00	(-9.08251770605114e-07dB,-2.60987801333013e-02°)
2.22843514927026e+00	(-9.12444067057388e-07dB,-2.61589440282523e-02°)
